PM2.5,PM10,NO2,SO2,CO,O3,Temp_C,Humidity,AQI
77.54,137.49,49.47,34.32,2.9,60.36,23.0,54.6,196.0
145.54,243.36,55.99,31.35,1.31,11.97,27.7,55.0,294.0
35.49,49.3,47.46,42.26,2.93,36.27,25.2,41.2,118.0
48.97,78.99,18.29,37.84,0.2,53.87,33.3,55.3,96.0
132.78,194.2,27.43,27.66,1.22,20.23,28.2,76.1,246.0
132.41,179.12,48.42,31.28,1.0,67.61,37.8,80.4,245.0
119.0,202.83,30.69,40.94,0.97,26.45,21.0,63.3,239.0
127.97,156.52,18.75,20.98,0.43,55.66,26.4,60.5,210.0
102.26,178.05,78.27,18.07,0.82,38.36,28.7,41.4,214.0
52.81,77.99,88.59,5.43,2.03,51.72,29.1,79.6,139.0
68.77,108.81,74.49,38.06,1.16,17.52,25.7,40.6,145.0
40.87,65.22,79.03,37.04,1.58,11.18,33.1,82.5,114.0
164.44,285.64,33.15,9.18,1.44,73.67,35.7,62.0,313.0
109.18,172.72,87.05,28.07,3.09,28.87,36.9,55.4,253.0
78.14,122.56,29.77,23.56,3.19,67.38,34.5,81.6,186.0
88.54,109.79,86.36,9.75,1.83,79.95,35.3,41.1,187.0
171.04,258.45,89.61,44.22,1.29,24.8,29.9,66.2,342.0
36.07,46.53,68.38,13.59,0.55,28.56,34.9,64.7,78.0
109.66,180.11,88.59,7.69,3.35,56.4,25.5,49.9,265.0
96.0,144.71,57.72,28.79,0.4,77.58,27.2,59.3,189.0
113.95,183.24,34.47,34.55,1.18,74.11,25.7,69.4,215.0
13.08,16.02,47.77,6.3,1.18,45.2,28.4,72.7,63.0
158.26,197.96,59.52,31.35,1.26,65.66,25.1,40.0,286.0
168.46,274.56,20.48,26.29,0.74,19.5,37.3,82.2,306.0
106.07,131.87,61.68,9.13,2.78,78.42,25.6,47.4,214.0
128.43,159.61,88.59,11.9,0.6,77.5,21.8,50.5,238.0
166.82,201.4,29.26,27.72,2.3,21.46,29.5,51.9,300.0
130.23,231.02,74.44,16.85,0.61,30.96,21.0,41.7,266.0
35.93,59.02,83.09,42.53,0.43,17.01,22.0,45.5,92.0
107.97,152.45,85.78,37.75,3.2,29.02,23.9,84.4,247.0
113.14,155.9,87.01,44.34,0.83,67.12,28.4,54.2,221.0
82.1,115.75,54.11,15.39,2.91,36.48,27.8,45.2,178.0
135.2,225.07,88.3,43.79,2.0,16.19,34.4,44.8,288.0
168.84,269.61,71.8,22.25,0.46,33.96,33.3,72.4,309.0
167.35,219.41,27.13,18.9,3.35,78.7,27.7,78.5,322.0
86.64,113.02,50.77,7.01,1.01,54.08,26.0,51.6,163.0
29.25,36.83,68.87,7.11,3.04,39.13,25.7,40.9,105.0
177.42,283.2,33.55,32.68,0.76,21.66,33.9,50.0,334.0
152.61,253.13,63.05,23.32,3.02,79.03,20.9,42.5,320.0
31.19,42.39,65.0,14.06,0.24,67.46,20.2,44.7,79.0
166.54,201.94,27.2,29.56,1.89,29.7,34.3,59.4,293.0
157.88,197.24,57.38,15.11,2.74,14.9,28.6,50.3,311.0
98.2,174.87,72.87,28.11,3.28,13.96,22.4,63.2,237.0
110.52,152.21,52.42,19.37,3.2,18.43,24.2,51.4,232.0
77.83,129.32,15.91,37.94,2.9,50.65,36.8,82.3,180.0
19.31,30.41,15.68,37.83,3.13,75.01,35.5,80.8,74.0
66.98,95.73,41.78,24.09,0.86,44.77,32.8,65.5,131.0
146.49,193.86,84.46,19.03,1.14,69.01,28.7,55.9,275.0
10.79,13.73,32.15,19.5,1.15,41.21,29.4,57.2,41.0
66.69,104.64,62.58,37.23,1.44,59.6,37.6,58.5,158.0
77.69,129.33,31.66,18.13,1.5,61.23,37.4,72.7,155.0
101.36,160.79,39.13,13.36,2.0,22.18,23.9,60.3,212.0
166.38,252.59,78.6,8.39,0.73,35.29,34.6,78.6,319.0
68.88,84.39,69.66,23.67,2.48,54.61,23.6,82.5,161.0
68.98,122.86,22.15,24.29,0.75,14.95,23.8,55.1,147.0
135.38,227.33,47.15,38.64,1.22,35.31,32.2,65.2,268.0
86.88,119.52,17.19,13.85,1.86,47.44,27.3,44.3,170.0
48.18,86.15,51.07,20.24,2.83,79.74,36.8,49.0,140.0
86.91,135.69,64.68,37.34,2.64,43.22,21.6,58.6,201.0
33.95,52.6,23.89,37.94,2.33,67.12,29.2,49.3,92.0
39.99,65.93,36.67,20.38,0.71,40.24,36.5,79.4,93.0
94.72,159.8,44.84,23.36,2.01,65.75,36.3,47.1,202.0
81.22,129.45,83.96,17.13,0.49,51.68,22.8,60.5,169.0
165.52,211.35,89.49,42.3,1.45,72.06,26.6,67.3,308.0
71.61,100.46,18.37,9.75,1.56,38.77,31.1,71.1,150.0
108.7,190.97,72.08,42.35,0.33,52.3,22.9,57.2,205.0
117.48,156.82,42.88,32.35,1.1,54.1,37.4,79.1,220.0
12.23,17.4,44.43,26.26,3.35,39.22,36.5,65.6,74.0
122.8,179.2,71.57,6.31,3.35,20.1,23.0,59.8,260.0
40.27,58.94,83.88,24.02,1.36,16.55,22.2,43.0,111.0
173.38,271.82,86.32,21.31,0.34,11.17,21.5,60.9,332.0
35.27,62.29,58.28,11.45,0.79,71.15,36.4,76.9,94.0
80.49,108.21,41.78,31.26,1.49,26.55,23.5,67.7,149.0
24.51,31.2,74.07,43.85,3.33,24.81,27.5,77.4,108.0
179.47,236.63,33.83,27.49,0.67,61.52,28.1,62.2,307.0
95.37,165.2,57.31,33.59,2.72,32.4,30.8,45.3,224.0
111.22,176.55,41.89,7.74,0.56,45.42,21.3,40.6,216.0
21.4,29.36,64.25,21.71,3.44,21.38,24.1,53.6,91.0
137.49,232.3,33.03,9.65,1.46,77.18,36.8,71.4,275.0
45.68,78.43,29.37,29.51,2.76,69.61,36.4,75.6,122.0
162.67,277.82,83.87,42.54,1.33,70.47,34.1,53.3,321.0
44.87,78.59,22.64,31.47,2.27,38.47,20.3,62.3,121.0
42.42,57.32,52.95,8.07,0.83,63.37,25.9,59.0,92.0
16.21,26.8,31.56,19.19,0.68,20.07,31.3,58.5,42.0
90.25,133.24,17.92,27.03,3.3,10.6,25.0,50.4,195.0
106.02,180.79,17.7,21.13,3.23,11.4,36.4,46.1,234.0
21.17,34.66,28.14,38.35,3.13,51.06,31.4,48.9,83.0
141.84,236.29,80.01,37.59,2.26,41.88,21.3,42.5,304.0
87.06,138.75,36.19,29.47,2.87,46.26,36.4,48.9,190.0
99.15,129.53,86.28,19.94,0.43,10.52,37.2,40.4,188.0
84.93,129.69,58.62,15.21,1.3,39.59,21.4,68.2,178.0
78.13,139.91,47.75,9.23,1.24,60.26,29.6,54.2,181.0
105.14,185.3,58.51,19.2,2.3,40.99,25.5,83.8,234.0
36.39,44.61,53.75,21.53,1.37,61.26,27.1,48.7,96.0
40.93,53.16,71.91,32.03,0.69,26.31,23.2,55.6,96.0
156.5,200.17,36.19,31.33,2.17,66.92,30.4,56.1,287.0
170.84,279.42,41.48,7.8,2.89,51.19,37.2,40.4,346.0
73.46,124.2,82.06,20.81,1.46,24.75,29.1,77.8,172.0
56.03,74.41,85.98,12.27,0.64,26.57,21.5,41.4,128.0
119.48,179.64,81.94,11.27,0.85,53.96,31.2,82.3,245.0
79.48,135.48,46.46,38.09,0.98,68.1,26.1,80.1,169.0
14.32,23.47,73.53,6.68,1.19,39.09,35.4,64.1,67.0
36.55,55.75,50.73,21.77,2.32,28.08,27.8,64.5,101.0
131.72,204.71,52.32,11.73,2.18,70.69,23.5,69.4,267.0
122.02,183.64,30.35,40.17,2.5,56.85,23.4,57.4,243.0
14.61,20.14,59.33,27.28,1.4,41.37,33.8,69.1,60.0
47.74,73.47,28.96,14.26,2.92,44.15,24.8,42.0,124.0
49.28,79.51,39.87,25.1,0.87,24.3,33.8,42.4,112.0
124.22,214.16,79.13,34.26,1.75,53.88,23.7,60.6,262.0
13.35,21.12,30.53,43.32,2.84,35.11,25.8,64.7,67.0
27.7,45.89,20.34,13.82,0.79,79.7,28.4,80.0,68.0
145.99,189.2,20.18,40.45,0.56,43.61,37.0,44.7,239.0
40.35,59.6,85.56,42.37,3.12,44.01,36.8,77.0,142.0
120.97,145.84,53.02,41.66,1.33,49.61,23.7,49.5,222.0
50.49,68.06,45.71,30.42,2.46,74.17,26.4,57.7,116.0
26.91,44.01,75.82,30.19,0.28,66.06,22.7,54.2,74.0
51.34,92.16,77.69,21.13,2.48,41.58,29.2,58.0,147.0
132.79,167.24,39.91,35.1,1.24,60.31,28.3,46.8,239.0
155.47,224.01,67.02,26.25,0.38,51.04,36.2,62.7,290.0
151.14,253.92,72.83,32.1,2.21,44.47,36.7,76.1,320.0
77.52,102.52,64.1,22.14,0.99,23.46,26.9,59.9,159.0
123.57,189.45,26.37,34.26,1.48,42.48,28.9,62.1,240.0
44.85,73.54,80.69,37.98,0.47,27.21,36.1,78.2,108.0
59.84,93.92,55.43,10.86,0.69,74.04,34.5,71.8,137.0
162.38,213.17,36.19,38.32,1.18,33.48,20.1,62.1,282.0
12.21,17.26,46.89,26.61,0.5,76.66,25.8,51.6,41.0
24.54,40.98,17.82,38.79,3.21,47.31,27.6,79.8,88.0
45.34,69.49,24.59,22.25,0.22,54.21,24.1,66.0,92.0
14.51,17.46,72.42,20.16,1.8,48.01,23.6,50.0,62.0
40.84,67.66,15.0,41.6,0.61,19.06,20.7,52.1,75.0
109.12,133.25,46.24,15.05,1.22,36.31,31.6,76.1,203.0
81.64,134.5,54.19,38.77,3.26,16.94,24.7,42.0,200.0
161.75,213.76,19.1,24.36,0.73,53.61,20.9,84.6,285.0
148.97,264.39,87.98,25.56,3.39,41.28,24.2,45.9,330.0
68.11,96.77,31.96,17.34,0.88,64.46,34.4,75.8,140.0
54.1,75.53,37.81,27.92,2.65,25.43,35.3,57.8,145.0
74.55,96.12,37.8,18.01,2.0,21.52,28.7,62.1,154.0
110.35,152.65,32.28,6.57,3.12,38.44,27.5,79.6,223.0
55.57,95.91,15.11,15.88,2.03,74.86,37.6,58.6,126.0
116.11,208.73,69.7,5.26,1.96,59.73,23.6,64.2,256.0
79.6,113.11,87.51,44.13,0.85,39.32,23.9,42.2,172.0
103.85,152.57,31.82,43.63,0.75,46.21,25.3,40.1,191.0
84.14,137.42,64.73,20.81,3.22,15.89,23.1,51.0,213.0
60.06,104.01,70.64,34.13,1.28,78.92,26.8,70.6,139.0
171.24,266.42,78.63,18.83,1.43,56.65,36.4,45.5,327.0
139.81,200.62,46.7,31.84,2.71,29.98,31.1,45.1,286.0
33.82,48.96,37.72,37.22,1.32,51.01,27.4,58.5,73.0
157.64,254.96,39.4,42.87,3.34,17.66,36.8,69.2,326.0
92.86,111.62,68.45,21.01,2.64,77.61,20.9,72.0,215.0
162.07,254.74,76.26,36.33,2.17,22.23,23.8,48.0,329.0
145.98,206.31,28.62,15.64,3.11,55.36,30.2,43.6,283.0
82.29,137.95,42.82,44.61,0.36,27.18,31.1,82.3,163.0
13.82,17.35,82.65,6.03,1.05,60.23,20.7,51.7,59.0
55.68,86.46,75.5,29.14,1.73,64.38,27.3,78.4,140.0
102.08,151.95,88.86,31.38,0.95,57.14,31.7,78.9,214.0
117.69,186.59,71.57,32.52,2.65,53.01,32.6,74.8,252.0
53.84,66.7,44.49,9.82,3.23,72.47,31.5,47.6,146.0
33.69,52.15,59.3,42.54,1.6,15.5,25.8,77.0,96.0
151.94,233.51,64.58,12.25,1.33,33.16,21.7,74.6,299.0
177.35,272.48,20.88,29.91,3.37,27.38,27.7,66.9,348.0
99.37,155.22,55.84,13.91,1.67,79.16,22.3,55.2,215.0
39.19,62.93,68.2,17.29,1.81,37.26,37.1,51.8,109.0
56.29,94.74,27.55,26.86,1.36,61.28,28.6,45.5,126.0
13.13,17.88,73.55,21.69,3.2,57.93,25.7,62.9,77.0
165.43,280.41,58.78,11.41,2.08,24.85,33.8,66.3,332.0
30.02,45.0,86.42,11.84,2.72,26.73,29.0,56.2,113.0
108.01,134.6,18.18,21.73,2.88,29.69,25.6,61.4,210.0
56.59,69.9,34.9,35.29,1.33,38.78,34.6,56.4,112.0
104.21,145.95,60.12,40.92,1.63,26.4,35.6,68.8,207.0
120.74,201.75,37.24,8.37,3.0,11.38,32.1,80.6,264.0
151.06,245.41,68.58,20.72,1.4,71.56,20.8,47.4,299.0
45.09,75.45,71.93,9.01,2.82,77.59,30.2,57.2,135.0
11.87,17.93,22.69,5.66,3.31,33.91,33.7,46.3,67.0
33.27,48.71,53.54,31.47,2.26,33.7,22.5,68.1,90.0
163.0,210.02,53.17,29.1,2.65,10.5,24.1,72.8,304.0
158.56,221.5,42.7,11.52,2.86,57.62,35.9,81.9,312.0
111.56,162.92,84.97,14.35,2.99,67.78,20.4,52.5,246.0
112.09,140.46,77.06,5.95,1.5,20.26,33.5,82.8,226.0
123.06,163.96,67.29,38.4,0.37,21.18,28.5,42.8,230.0
39.81,62.07,68.57,43.99,1.53,65.31,28.0,67.1,111.0
165.45,271.57,49.63,10.42,2.42,53.14,20.1,42.6,344.0
81.19,146.06,84.07,14.26,1.69,13.14,34.7,80.2,193.0
75.13,132.23,67.09,39.74,2.67,53.58,26.5,63.8,191.0
98.22,155.73,69.67,42.06,1.38,31.62,29.7,70.1,205.0
17.98,26.13,79.63,21.79,2.29,35.81,32.2,77.4,94.0
38.27,60.53,35.56,7.02,0.82,63.88,32.6,46.8,97.0
135.47,226.42,75.53,6.58,2.67,66.77,37.2,41.7,294.0
24.08,30.6,29.64,27.96,2.0,38.02,29.6,79.5,74.0
112.54,162.72,40.9,20.72,0.87,76.3,27.2,54.2,218.0
51.71,88.11,40.17,6.15,1.16,38.45,37.2,45.8,117.0
76.18,108.96,88.39,28.33,2.67,64.03,31.6,61.1,183.0
59.08,91.16,79.24,5.45,1.79,43.87,25.4,66.9,151.0
70.46,109.41,67.59,36.49,0.91,72.83,22.3,41.4,153.0
132.24,173.32,69.53,17.26,3.39,73.54,35.2,52.4,277.0
60.51,85.76,57.16,6.61,2.56,16.12,26.5,41.5,145.0
106.29,148.88,86.03,28.53,3.36,75.55,31.9,58.9,234.0
90.93,110.54,52.22,20.91,1.61,67.79,28.5,80.3,180.0
122.82,149.17,43.54,43.95,1.77,65.39,23.6,84.2,234.0
169.26,287.58,27.23,26.77,3.16,24.06,30.8,68.7,346.0
134.54,183.49,73.97,16.01,1.93,66.36,21.1,47.3,274.0
46.54,70.31,70.08,33.38,2.53,69.51,27.4,80.8,127.0
15.3,21.1,43.83,15.86,1.03,30.24,29.8,63.2,46.0
54.58,96.31,16.89,41.17,1.67,76.66,27.8,46.9,123.0
111.16,150.69,77.92,19.99,0.61,13.49,33.5,81.5,213.0
18.74,27.32,15.86,26.99,0.88,20.49,34.9,74.1,51.0
94.38,162.68,67.78,7.02,0.2,47.63,33.9,72.9,188.0
111.46,190.06,87.77,22.04,0.33,50.31,20.7,71.9,236.0
66.82,87.65,47.82,38.29,3.43,55.16,23.5,49.0,174.0
141.06,237.2,32.62,37.23,1.0,11.19,29.7,49.5,272.0
28.12,41.48,67.87,13.97,2.39,77.23,36.8,71.0,103.0
22.77,33.93,76.28,14.04,2.97,13.12,35.0,49.9,92.0
133.79,171.27,55.98,37.69,2.02,20.01,35.2,59.7,262.0
94.23,117.64,87.53,42.22,0.71,10.98,25.5,75.2,191.0
127.03,207.92,18.88,8.81,2.6,49.68,27.7,75.3,264.0
83.92,125.7,52.86,23.0,2.18,75.26,28.5,60.4,185.0
51.89,75.87,68.88,18.5,2.61,56.62,22.8,75.6,125.0
149.25,244.42,79.7,39.83,2.74,67.59,20.6,77.7,316.0
145.9,242.09,28.44,8.34,3.42,10.93,37.0,69.5,304.0
128.1,165.93,75.0,13.45,2.09,47.94,24.3,50.3,250.0
56.26,88.12,56.45,35.1,1.33,42.17,24.3,52.3,131.0
110.34,141.37,44.74,7.05,2.34,44.93,21.5,54.2,217.0
71.37,117.81,24.88,24.7,0.43,15.05,36.7,45.3,134.0
25.57,40.76,79.9,22.68,3.16,57.91,30.4,52.3,101.0
165.94,294.38,26.8,18.38,0.59,45.23,32.0,49.4,312.0
33.26,41.29,38.23,20.78,1.28,63.56,36.4,60.5,86.0
171.54,211.72,36.75,26.2,2.89,43.97,26.2,80.9,316.0
85.82,117.52,80.36,11.45,2.17,20.46,31.2,44.7,189.0
